PlayerRaw,NormName,SV_season,SV_recent,SV_last
Dante Fabbro,DANTE FABBRO,0.9087000000000001,0.9087000000000001,0.9017000000000001
Joshua Mahura,JOSHUA MAHURA,0.94,0.94,0.9101
Logan Stanley,LOGAN STANLEY,0.9251,0.9251,0.9254000000000001
Boris Katchouk,BORIS KATCHOUK,0.9,0.9,
Jordan Kyrou,JORDAN KYROU,0.8503000000000001,0.8503000000000001,0.9106000000000001
Taylor Raddysh,TAYLOR RADDYSH,0.9348000000000001,0.9348000000000001,0.893
Noah Gregor,NOAH GREGOR,0.8611,0.8611,0.8889
Dennis Cholowski,DENNIS CHOLOWSKI,0.8861,0.8861,0.9014
Samuel Girard,SAMUEL GIRARD,0.9473999999999999,0.9473999999999999,0.8874
Pierre-Luc Dubois,PIERRE-LUC DUBOIS,0.9301999999999999,0.9301999999999999,0.8941
Jake Bean,JAKE BEAN,0.8495,0.8495,0.9297
Jesper Bratt,JESPER BRATT,0.8564,0.8564,0.8876999999999999
Mikhail Sergachev,MIKHAIL SERGACHEV,0.8805,0.8805,0.8789
Nathan Bastian,NATHAN BASTIAN,0.9179999999999999,0.9179999999999999,0.917
Tage Thompson,TAGE THOMPSON,0.8628,0.8628,0.8713
Jacob Moverare,JACOB MOVERARE,0.8621,0.8621,0.8952
Filip Hronek,FILIP HRONEK,0.8905,0.8905,0.8798999999999999
Troy Stecher,TROY STECHER,0.9255,0.9255,0.9236
Brandon Duhaime,BRANDON DUHAIME,0.892,0.892,0.8998
Ross Colton,ROSS COLTON,0.9213,0.9213,0.9118
Joona Koppanen,JOONA KOPPANEN,0.9138,0.9138,0.8767
Brandon Hagel,BRANDON HAGEL,0.9317,0.9317,0.898
Vincent Desharnais,VINCENT DESHARNAIS,0.9057999999999999,0.9057999999999999,0.8969
Michael Eyssimont,MICHAEL EYSSIMONT,0.8867,0.8867,0.9189
Michael Carcone,MICHAEL CARCONE,0.8946999999999999,0.8946999999999999,0.8659
Justin Brazeau,JUSTIN BRAZEAU,0.8987,0.8987,0.9173
Tanner Jeannot,TANNER JEANNOT,0.9103,0.9103,0.9155
Mathieu Olivier,MATHIEU OLIVIER,0.9136,0.9136,0.8952
Trevor Moore,TREVOR MOORE,0.9006000000000001,0.9006000000000001,0.899
Jeffrey Viel,JEFFREY VIEL,0.8621,0.8621,0.9333
Zack MacEwen,ZACK MACEWEN,1.0,1.0,0.9306
Justin Danforth,JUSTIN DANFORTH,0.9309999999999999,0.9309999999999999,0.8992
Zach Aston-Reese,ZACH ASTON-REESE,0.9306,0.9306,0.8889
Kailer Yamamoto,KAILER YAMAMOTO,0.8916,0.8916,0.9508
Nicolas Hague,NICOLAS HAGUE,0.8693000000000001,0.8693000000000001,0.9057
Jonah Gadjovich,JONAH GADJOVICH,0.9677,0.9677,0.9
Conor Timmins,CONOR TIMMINS,0.8829,0.8829,0.9148999999999999
Mario Ferraro,MARIO FERRARO,0.9207,0.9207,0.8793000000000001
Cale Fleury,CALE FLEURY,0.9697,0.9697,0.925
Morgan Geekie,MORGAN GEEKIE,0.8664000000000001,0.8664000000000001,0.8787999999999999
Michael Rasmussen,MICHAEL RASMUSSEN,0.8718,0.8718,0.88
Cody Glass,CODY GLASS,0.9157,0.9157,0.9027
Mikey Anderson,MIKEY ANDERSON,0.898,0.898,0.9118
Casey Mittelstadt,CASEY MITTELSTADT,0.8678,0.8678,0.8643000000000001
Urho Vaakanainen,URHO VAAKANAINEN,0.9223,0.9223,0.9181
Nico Hischier,NICO HISCHIER,0.8876000000000001,0.8876000000000001,0.8771
Jesper Boqvist,JESPER BOQVIST,0.9328,0.9328,0.8881999999999999
Eeli Tolvanen,EELI TOLVANEN,0.9140999999999999,0.9140999999999999,0.9037000000000001
Elias Pettersson,ELIAS PETTERSSON,0.8704000000000001,0.8704000000000001,0.8723000000000001
Elias Pettersson,ELIAS PETTERSSON,0.8704000000000001,0.8704000000000001,0.9247
Elias Pettersson,ELIAS PETTERSSON,0.8704000000000001,0.8922,0.8723000000000001
Elias Pettersson,ELIAS PETTERSSON,0.8704000000000001,0.8922,0.9247
Gabriel Vilardi,GABRIEL VILARDI,0.8837999999999999,0.8837999999999999,0.9077
Owen Tippett,OWEN TIPPETT,0.8778,0.8778,0.8625
Nick Suzuki,NICK SUZUKI,0.9101,0.9101,0.8829
Jack Studnicka,JACK STUDNICKA,1.0,1.0,
Robert Thomas,ROBERT THOMAS,0.885,0.885,0.8864
Jason Robertson,JASON ROBERTSON,0.9207,0.9207,0.9006000000000001
Morgan Frost,MORGAN FROST,0.872,0.872,0.8881999999999999
Henri Jokiharju,HENRI JOKIHARJU,0.8878,0.8878,0.9135
Miro Heiskanen,MIRO HEISKANEN,0.8863,0.8863,0.9037000000000001
Martin Necas,MARTIN NECAS,0.9362999999999999,0.9362999999999999,0.8848999999999999
Timothy Liljegren,TIMOTHY LILJEGREN,0.8759999999999999,0.8759999999999999,0.8831
Dylan Samberg,DYLAN SAMBERG,0.8725,0.8725,0.9102
P.O Joseph,P O JOSEPH,0.8412999999999999,0.8412999999999999,
Josh Norris,JOSH NORRIS,0.85,0.85,0.8875
Ryan Poehling,RYAN POEHLING,0.8832,0.8832,0.8656
Cale Makar,CALE MAKAR,0.9251,0.9251,0.8848
Alexandre Texier,ALEXANDRE TEXIER,0.9153,0.9153,0.9135
Filip Chytil,FILIP CHYTIL,0.92,0.92,0.9013
Nick DeSimone,NICK DESIMONE,0.8793000000000001,0.8793000000000001,0.9420000000000001
Alex Iafallo,ALEX IAFALLO,0.8941,0.8941,0.9062
David Kampf,DAVID KAMPF,0.8939,0.8939,0.9003
Neal Pionk,NEAL PIONK,0.9115000000000001,0.9115000000000001,0.9014
Eetu Luostarinen,EETU LUOSTARINEN,0.8690000000000001,0.8690000000000001,0.9109
Fabian Zetterlund,FABIAN ZETTERLUND,0.9037000000000001,0.9037000000000001,0.9156
Jacob Bryson,JACOB BRYSON,0.9223,0.9223,0.8684999999999999
Drake Batherson,DRAKE BATHERSON,0.8844,0.8844,0.9052
Noah Cates,NOAH CATES,0.9231,0.9231,0.8825
Olle Lycksell,OLLE LYCKSELL,0.8787999999999999,0.8787999999999999,0.9186
Nick Perbix,NICK PERBIX,0.8723000000000001,0.8723000000000001,0.9085
Ben Jones,BEN JONES,0.9306,0.9306,0.9417
Alexey Toropchenko,ALEXEY TOROPCHENKO,0.8515,0.8515,0.9103
Morgan Barron,MORGAN BARRON,0.9203,0.9203,0.9279000000000001
Sean Walker,SEAN WALKER,0.8517,0.8517,0.8905
Mark Kastelic,MARK KASTELIC,0.9162,0.9162,0.9091
Charle-Edouard D'Astous,CHARLE-EDOUARD D'ASTOUS,0.8523000000000001,0.8523000000000001,
Sean Durzi,SEAN DURZI,0.84,0.84,0.8842
Parker Kelly,PARKER KELLY,0.9177,0.9177,0.8962
Pius Suter,PIUS SUTER,0.8933,0.8933,0.8804000000000001
Zach Whitecloud,ZACH WHITECLOUD,0.8708,0.8708,0.9031
Kiefer Sherwood,KIEFER SHERWOOD,0.8397,0.8397,0.8734999999999999
Eric Robinson,ERIC ROBINSON,0.8933,0.8933,0.8959999999999999
Martin Fehérváry,MARTIN FEH RV RY,0.8889,0.8889,
Joel Farabee,JOEL FARABEE,0.8933,0.8933,0.8874
Philipp Kurashev,PHILIPP KURASHEV,0.907,0.907,0.8753
Quinn Hughes,QUINN HUGHES,0.8824,0.8824,0.8690000000000001
Brady Tkachuk,BRADY TKACHUK,0.8889,0.8889,0.899
Ryan McLeod,RYAN MCLEOD,0.8741,0.8741,0.877
Evan Bouchard,EVAN BOUCHARD,0.8582,0.8582,0.8914
Isac Lundeström,ISAC LUNDESTR M,0.9085,0.9085,
Mattias Samuelsson,MATTIAS SAMUELSSON,0.8924,0.8924,0.8708
Joe Veleno,JOE VELENO,0.8332999999999999,0.8332999999999999,0.8825
K'Andre Miller,K'ANDRE MILLER,0.8521,0.8521,0.8809
Patrick Giles,PATRICK GILES,0.9231,0.9231,0.925
Michael Callahan,MICHAEL CALLAHAN,0.7826000000000001,0.7826000000000001,0.8970999999999999
Jesperi Kotkaniemi,JESPERI KOTKANIEMI,0.9077,0.9077,0.8976000000000001
Andrei Svechnikov,ANDREI SVECHNIKOV,0.8937999999999999,0.8937999999999999,0.8798
Alec Regula,ALEC REGULA,0.8588,0.8588,
Ty Emberson,TY EMBERSON,0.9,0.9,0.8918
Jack Drury,JACK DRURY,0.9135,0.9135,0.8839
Rasmus Dahlin,RASMUS DAHLIN,0.8701000000000001,0.8701000000000001,0.8898
Oskar Bäck,OSKAR B CK,0.9059,0.9059,
Filip Hallander,FILIP HALLANDER,0.956,0.956,
Ty Dellandrea,TY DELLANDREA,0.8854000000000001,0.8854000000000001,0.8652
Barrett Hayton,BARRETT HAYTON,0.8898,0.8898,0.8864
Jack McBain,JACK MCBAIN,0.8674,0.8674,0.9104000000000001
Kevin Bahl,KEVIN BAHL,0.9198999999999999,0.9198999999999999,0.8937
Noah Dobson,NOAH DOBSON,0.8617,0.8617,0.8748
Adam Boqvist,ADAM BOQVIST,0.9359000000000001,0.9359000000000001,0.8774
Rasmus Sandin,RASMUS SANDIN,0.9235,0.9235,0.8956000000000001
Adam Ginning,ADAM GINNING,0.9286,0.9286,0.875
Curtis Douglas,CURTIS DOUGLAS,0.9545,0.9545,
Nils Lundkvist,NILS LUNDKVIST,0.8214,0.8214,0.9388
Jacob Bernard-Docker,JACOB BERNARD-DOCKER,0.9126000000000001,0.9126000000000001,0.8952
Jordan Harris,JORDAN HARRIS,0.8387,0.8387,0.9206
Michael Kesselring,MICHAEL KESSELRING,0.8919,0.8919,0.91
Kirill Marchenko,KIRILL MARCHENKO,0.9343,0.9343,0.9075
Ilya Lyubushkin,ILYA LYUBUSHKIN,0.9266,0.9266,0.9028
Connor Dewar,CONNOR DEWAR,0.9053,0.9053,0.9064
Declan Chisholm,DECLAN CHISHOLM,0.9275,0.9275,0.9129
Pontus Holmberg,PONTUS HOLMBERG,0.9381,0.9381,0.9156
Tyler Tucker,TYLER TUCKER,0.8254,0.8254,0.9153
Jonatan Berggren,JONATAN BERGGREN,0.8933,0.8933,0.9131
Alexander Romanov,ALEXANDER ROMANOV,0.9053,0.9053,0.897
Linus Karlsson,LINUS KARLSSON,0.8715999999999999,0.8715999999999999,0.9444
Paul Cotter,PAUL COTTER,0.8824,0.8824,0.8872
Cole Koepke,COLE KOEPKE,0.9053,0.9053,0.9081
Spencer Stastney,SPENCER STASTNEY,0.879,0.879,0.8966
Yegor Sharangovich,YEGOR SHARANGOVICH,0.858,0.858,0.9037999999999999
Simon Benoit,SIMON BENOIT,0.8987,0.8987,0.9163
Cole Reinhardt,COLE REINHARDT,0.8923000000000001,0.8923000000000001,0.873
Jake Christiansen,JAKE CHRISTIANSEN,0.8901,0.8901,0.9161
Brayden Pachal,BRAYDEN PACHAL,0.9126000000000001,0.9126000000000001,0.9203
Egor Zamula,EGOR ZAMULA,0.9206,0.9206,0.8619
Jonathan Aspirot,JONATHAN ASPIROT,0.9426000000000001,0.9426000000000001,
Kyle MacLean,KYLE MACLEAN,0.8939,0.8939,0.8740000000000001
Nico Sturm,NICO STURM,0.9697,0.9697,0.8970999999999999
Blake Lizotte,BLAKE LIZOTTE,0.9235,0.9235,0.8959999999999999
Noah Philp,NOAH PHILP,0.8608,0.8608,0.9309999999999999
Peyton Krebs,PEYTON KREBS,0.8855,0.8855,0.8815000000000001
Kirby Dach,KIRBY DACH,0.8590000000000001,0.8590000000000001,0.8729
Bowen Byram,BOWEN BYRAM,0.8832,0.8832,0.8783
Matthew Robertson,MATTHEW ROBERTSON,0.8954000000000001,0.8954000000000001,0.9333
Kaedan Korczak,KAEDAN KORCZAK,0.9128000000000001,0.9128000000000001,0.9289000000000001
Dylan Cozens,DYLAN COZENS,0.8456,0.8456,0.8709
Alex Turcotte,ALEX TURCOTTE,0.875,0.875,0.9133
Trevor Zegras,TREVOR ZEGRAS,0.8833,0.8833,0.9095
Cole Caufield,COLE CAUFIELD,0.8944,0.8944,0.8974
Moritz Seider,MORITZ SEIDER,0.8684000000000001,0.8684000000000001,0.8764
Cam York,CAM YORK,0.875,0.875,0.8802
Bobby Brink,BOBBY BRINK,0.8784000000000001,0.8784000000000001,0.8678
Kaapo Kakko,KAAPO KAKKO,0.9318000000000001,0.9318000000000001,0.9009
John Beecher,JOHN BEECHER,0.9158,0.9158,0.8881
Matt Boldy,MATT BOLDY,0.8959999999999999,0.8959999999999999,0.8906000000000001
Jack Hughes,JACK HUGHES,0.875,0.875,0.8986
Arthur Kaliyev,ARTHUR KALIYEV,1.0,1.0,0.9315000000000001
Domenick Fensore,DOMENICK FENSORE,0.8332999999999999,0.8332999999999999,0.8125
Drew Helleson,DREW HELLESON,0.8826,0.8826,0.925
Ryan Johnson,RYAN JOHNSON,0.9333,0.9333,0.8571
Alex Vlasic,ALEX VLASIC,0.8937,0.8937,0.8729
Marshall Warren,MARSHALL WARREN,0.9167000000000001,0.9167000000000001,
Philip Tomasino,PHILIP TOMASINO,0.94,0.94,0.8985
Connor McMichael,CONNOR MCMICHAEL,0.9023,0.9023,0.9048999999999999
Thomas Harley,THOMAS HARLEY,0.8711,0.8711,0.9129999999999999
Nicholas Robertson,NICHOLAS ROBERTSON,0.8813,0.8813,0.9128000000000001
Sam Poulin,SAM POULIN,0.7778,0.7778,0.9512
Jakob Pelletier,JAKOB PELLETIER,1.0,1.0,0.9222
Jayden Struble,JAYDEN STRUBLE,0.8920999999999999,0.8920999999999999,0.8925
Nathan Légaré,NATHAN L GAR,1.0,1.0,0.8889
Shane Pinto,SHANE PINTO,0.8404,0.8404,0.8965000000000001
Philip Broberg,PHILIP BROBERG,0.8959999999999999,0.8959999999999999,0.9244
Simon Holmstrom,SIMON HOLMSTROM,0.8868,0.8868,0.89
Pavel Dorofeyev,PAVEL DOROFEYEV,0.8776,0.8776,0.8898
Jackson LaCombe,JACKSON LACOMBE,0.8397,0.8397,0.8875
Jordan Spence,JORDAN SPENCE,0.9167000000000001,0.9167000000000001,0.9159999999999999
Albert Johansson,ALBERT JOHANSSON,0.8515,0.8515,0.8989
Vladislav Kolyachonok,VLADISLAV KOLYACHONOK,0.95,0.95,0.8726999999999999
Vasily Podkolzin,VASILY PODKOLZIN,0.8870999999999999,0.8870999999999999,0.8953
Alex Newhook,ALEX NEWHOOK,0.8740000000000001,0.8740000000000001,0.8905
Ilya Mikheyev,ILYA MIKHEYEV,0.9265000000000001,0.9265000000000001,0.8785
Joel Kiviranta,JOEL KIVIRANTA,0.9459000000000001,0.9459000000000001,0.9236
Cole Schwindt,COLE SCHWINDT,0.8438,0.8438,0.9277
Aliaksei Protas,ALIAKSEI PROTAS,0.898,0.898,0.8966
Juuso Parssinen,JUUSO PARSSINEN,0.9473999999999999,0.9473999999999999,0.9083
Matias Maccelli,MATIAS MACCELLI,0.9098,0.9098,0.8931
Matěj Blümel,MAT J BL MEL,0.8421,0.8421,0.92
Hunter Skinner,HUNTER SKINNER,0.8,0.8,
Dmitri Voronkov,DMITRI VORONKOV,0.9278,0.9278,0.8970999999999999
Max Crozier,MAX CROZIER,0.9148999999999999,0.9148999999999999,
Arseny Gritsyuk,ARSENY GRITSYUK,0.8889,0.8889,
Elmer Soderblom,ELMER SODERBLOM,0.9231,0.9231,0.9122
Adam Edstrom,ADAM EDSTROM,0.9545,0.9545,0.9091
Nikita Nesterenko,NIKITA NESTERENKO,0.9231,0.9231,0.875
Tye Kartye,TYE KARTYE,0.8603000000000001,0.8603000000000001,0.8587
Louis Crevier,LOUIS CREVIER,0.8995000000000001,0.8995000000000001,0.893
Jacob Gaucher,JACOB GAUCHER,0.8571,0.8571,0.875
Drew O'Connor,DREW O'CONNOR,0.8482999999999999,0.8482999999999999,0.8873000000000001
Cole Smith,COLE SMITH,0.8721,0.8721,0.9004000000000001
Mitchell Chaffee,MITCHELL CHAFFEE,1.0,1.0,0.9192
Jack Ahcan,JACK AHCAN,0.9615,0.9615,0.9375
Braden Schneider,BRADEN SCHNEIDER,0.9102,0.9102,0.9126000000000001
Connor Zary,CONNOR ZARY,0.907,0.907,0.9147
Dylan Holloway,DYLAN HOLLOWAY,0.8571,0.8571,0.9070999999999999
Lucas Raymond,LUCAS RAYMOND,0.8639,0.8639,0.8737999999999999
Marco Rossi,MARCO ROSSI,0.8397,0.8397,0.8956999999999999
Kaiden Guhle,KAIDEN GUHLE,0.9148999999999999,0.9148999999999999,0.9070999999999999
Justin Sourdif,JUSTIN SOURDIF,0.9273,0.9273,
Jake Neighbours,JAKE NEIGHBOURS,0.8416,0.8416,0.9029
Jack Finley,JACK FINLEY,0.9355,0.9355,1.0
Ridly Greig,RIDLY GREIG,0.8571,0.8571,0.8859
Seth Jarvis,SETH JARVIS,0.8586,0.8586,0.8843000000000001
Daemon Hunt,DAEMON HUNT,0.9412,0.9412,1.0
Tyler Kleven,TYLER KLEVEN,0.8962,0.8962,0.9079999999999999
Jack Quinn,JACK QUINN,0.8884000000000001,0.8884000000000001,0.8837999999999999
Alexander Nikishin,ALEXANDER NIKISHIN,0.9375,0.9375,
Ozzy Wiesblatt,OZZY WIESBLATT,0.8393,0.8393,0.9565
Jake Sanderson,JAKE SANDERSON,0.8354,0.8354,0.8869
Alexis Lafrenière,ALEXIS LAFRENI RE,0.8409,0.8409,0.8706
Dawson Mercer,DAWSON MERCER,0.9009,0.9009,0.9024
Justin Barron,JUSTIN BARRON,0.8937999999999999,0.8937999999999999,0.8729
Anton Lundell,ANTON LUNDELL,0.8386,0.8386,0.9078
Tim Stützle,TIM ST TZLE,0.8772,0.8772,0.8896
Lukas Reichel,LUKAS REICHEL,0.8815000000000001,0.8815000000000001,0.904
Sam Colangelo,SAM COLANGELO,0.8889,0.8889,0.8929
Brock Faber,BROCK FABER,0.9064,0.9064,0.9062
Quinton Byfield,QUINTON BYFIELD,0.8762000000000001,0.8762000000000001,0.8972
Alexander Holtz,ALEXANDER HOLTZ,0.85,0.85,0.9188
Emil Andrae,EMIL ANDRAE,0.9175,0.9175,0.8865999999999999
Donovan Sebrango,DONOVAN SEBRANGO,0.9104000000000001,0.9104000000000001,0.8889
Brett Berard,BRETT BERARD,0.96,0.96,0.8962
Jamie Drysdale,JAMIE DRYSDALE,0.902,0.902,0.8522
Mavrik Bourque,MAVRIK BOURQUE,0.897,0.897,0.9148000000000001
Luke Evangelista,LUKE EVANGELISTA,0.9007,0.9007,0.9035
Hendrix Lapierre,HENDRIX LAPIERRE,0.9175,0.9175,0.9043000000000001
Cole Perfetti,COLE PERFETTI,0.8861,0.8861,0.9224
Alex Laferriere,ALEX LAFERRIERE,0.898,0.898,0.9131
Will Cuylle,WILL CUYLLE,0.8835999999999999,0.8835999999999999,0.898
Tyson Foerster,TYSON FOERSTER,0.9318000000000001,0.9318000000000001,0.8765999999999999
Yan Kuznetsov,YAN KUZNETSOV,0.9248000000000001,0.9248000000000001,
Shakir Mukhamadullin,SHAKIR MUKHAMADULLIN,0.9173,0.9173,0.8865999999999999
Landon Slaggert,LANDON SLAGGERT,0.9473999999999999,0.9473999999999999,0.8915000000000001
JJ Peterka,JJ PETERKA,0.8913,0.8913,0.8703
Wyatt Kaiser,WYATT KAISER,0.9147,0.9147,0.9148000000000001
Marat Khusnutdinov,MARAT KHUSNUTDINOV,0.8994,0.8994,0.8976000000000001
Ian Moore,IAN MOORE,0.9129999999999999,0.9129999999999999,1.0
Gage Goncalves,GAGE GONCALVES,0.8583,0.8583,0.9218999999999999
Ethan Cardwell,ETHAN CARDWELL,1.0,1.0,0.875
Rory Kerins,RORY KERINS,0.9231,0.9231,0.9615
Artem Zub,ARTEM ZUB,0.8613,0.8613,0.9009999999999999
Bobby McMann,BOBBY MCMANN,0.9086,0.9086,0.9172
Jeff Malott,JEFF MALOTT,0.8679000000000001,0.8679000000000001,0.9492
Matt Rempe,MATT REMPE,0.9394,0.9394,0.9521
Ilya Solovyov,ILYA SOLOVYOV,0.8809999999999999,0.8809999999999999,0.8864
Yegor Chinakhov,YEGOR CHINAKHOV,0.8876000000000001,0.8876000000000001,0.8841
Emil Heineman,EMIL HEINEMAN,0.9013,0.9013,0.8893000000000001
Adam Wilsby,ADAM WILSBY,0.8908,0.8908,0.8994
Nils Aman,NILS AMAN,0.8,0.8,0.8817
Mason Lohrei,MASON LOHREI,0.9209,0.9209,0.8523000000000001
Matthew Kessel,MATTHEW KESSEL,0.9114,0.9114,0.8864
Josh Dunne,JOSH DUNNE,0.8571,0.8571,0.75
Daniil Miromanov,DANIIL MIROMANOV,0.8,0.8,0.9239
Alex Steeves,ALEX STEEVES,0.8429000000000001,0.8429000000000001,1.0
J.J. Moser,J J MOSER,0.9336,0.9336,0.9139
Josh Doan,JOSH DOAN,0.8571,0.8571,0.898
Kent Johnson,KENT JOHNSON,0.8378,0.8378,0.8653
Matty Beniers,MATTY BENIERS,0.9096,0.9096,0.894
Scott Morrow,SCOTT MORROW,0.9167000000000001,0.9167000000000001,0.8889
William Eklund,WILLIAM EKLUND,0.8606999999999999,0.8606999999999999,0.8698
Owen Power,OWEN POWER,0.9056000000000001,0.9056000000000001,0.8769
Matt Coronato,MATT CORONATO,0.8456999999999999,0.8456999999999999,0.9185
Luke Hughes,LUKE HUGHES,0.8935,0.8935,0.9007999999999999
Aatu Raty,AATU RATY,0.8992,0.8992,0.8815000000000001
Tristan Broz,TRISTAN BROZ,0.8889,0.8889,
Dylan Guenther,DYLAN GUENTHER,0.8471,0.8471,0.8912
Logan Stankoven,LOGAN STANKOVEN,0.888,0.888,0.8948
Colton Dach,COLTON DACH,0.8759,0.8759,0.9006000000000001
Cole Sillinger,COLE SILLINGER,0.9303,0.9303,0.8737
Mackie Samoskevich,MACKIE SAMOSKEVICH,0.9103,0.9103,0.9096
Matthew Knies,MATTHEW KNIES,0.8640000000000001,0.8640000000000001,0.8929
Samuel Helenius,SAMUEL HELENIUS,0.9,0.9,0.9462
Brandt Clarke,BRANDT CLARKE,0.9096,0.9096,0.9026000000000001
Logan Mailloux,LOGAN MAILLOUX,0.7792,0.7792,0.8234999999999999
Zack Bolduc,ZACK BOLDUC,0.8767,0.8767,0.9301999999999999
Wyatt Johnston,WYATT JOHNSTON,0.902,0.902,0.893
Mason McTavish,MASON MCTAVISH,0.9111,0.9111,0.9077
Brennan Othmann,BRENNAN OTHMANN,0.6,0.6,0.951
Joshua Roy,JOSHUA ROY,0.9167000000000001,0.9167000000000001,0.8831
Ryan Winterton,RYAN WINTERTON,0.8912,0.8912,0.7940999999999999
Ville Koivunen,VILLE KOIVUNEN,0.9104000000000001,0.9104000000000001,0.9403
Simon Edvinsson,SIMON EDVINSSON,0.8654000000000001,0.8654000000000001,0.8959
Isak Rosen,ISAK ROSEN,0.871,0.871,0.8837
Fedor Svechkov,FEDOR SVECHKOV,0.856,0.856,0.8719
Oliver Kapanen,OLIVER KAPANEN,0.8946999999999999,0.8946999999999999,0.9118
Justin Robidas,JUSTIN ROBIDAS,0.8332999999999999,0.8332999999999999,0.875
Nikita Chibrikov,NIKITA CHIBRIKOV,0.8929,0.8929,0.9615
Olen Zellweger,OLEN ZELLWEGER,0.9129,0.9129,0.9179999999999999
Ethan Del Mastro,ETHAN DEL MASTRO,0.9231,0.9231,0.9104000000000001
Jackson Blake,JACKSON BLAKE,0.9,0.9,0.9087999999999999
Ryker Evans,RYKER EVANS,0.9340999999999999,0.9340999999999999,0.8854000000000001
Zack Ostapchuk,ZACK OSTAPCHUK,0.9231,0.9231,0.9258
Vincent Iorio,VINCENT IORIO,0.8806,0.8806,
Jaroslav Chmelar,JAROSLAV CHMELAR,0.9,0.9,
Tyson Kozak,TYSON KOZAK,0.9035,0.9035,0.9143000000000001
Joel Nystrom,JOEL NYSTROM,0.8984000000000001,0.8984000000000001,
Emil Lilleberg,EMIL LILLEBERG,0.9163,0.9163,0.9057999999999999
Shane Lachance,SHANE LACHANCE,1.0,1.0,
Zakhar Bardakov,ZAKHAR BARDAKOV,0.9153,0.9153,
Taylor Makar,TAYLOR MAKAR,1.0,1.0,
Arber Xhekaj,ARBER XHEKAJ,0.8559,0.8559,0.9094
Tristen Nielsen,TRISTEN NIELSEN,1.0,1.0,
Arshdeep Bains,ARSHDEEP BAINS,0.9255,0.9255,0.8824
Declan Carlile,DECLAN CARLILE,0.9268000000000001,0.9268000000000001,1.0
Owen Beck,OWEN BECK,0.8571,0.8571,0.907
Lian Bichsel,LIAN BICHSEL,0.9470999999999999,0.9470999999999999,0.8902
Seamus Casey,SEAMUS CASEY,0.85,0.85,0.9390000000000001
Logan Cooley,LOGAN COOLEY,0.8703,0.8703,0.8806
Luca Del Bel Belluz,LUCA DEL BEL BELLUZ,0.96,0.96,0.875
Jack Devine,JACK DEVINE,0.85,0.85,
Cutter Gauthier,CUTTER GAUTHIER,0.9083,0.9083,0.9203
Conor Geekie,CONOR GEEKIE,0.9048,0.9048,0.9025
Ryan Greene,RYAN GREENE,0.9155,0.9155,1.0
Hunter Haight,HUNTER HAIGHT,0.8181999999999999,0.8181999999999999,
Isaac Howard,ISAAC HOWARD,0.8595999999999999,0.8595999999999999,
Lane Hutson,LANE HUTSON,0.8844,0.8844,0.8858
David Jiricek,DAVID JIRICEK,0.8966,0.8966,0.9242
Marco Kasper,MARCO KASPER,0.8817,0.8817,0.9064
Joakim Kemell,JOAKIM KEMELL,1.0,1.0,0.8571
Jiri Kulich,JIRI KULICH,0.8842,0.8842,0.8829
Brad Lambert,BRAD LAMBERT,0.92,0.92,0.9523999999999999
Maveric Lamoureux,MAVERIC LAMOUREUX,1.0,1.0,0.91
Jonathan Lekkerimäki,JONATHAN LEKKERIM KI,0.9677,0.9677,
Denton Mateychuk,DENTON MATEYCHUK,0.8884000000000001,0.8884000000000001,0.9115000000000001
Rutger McGroarty,RUTGER MCGROARTY,1.0,1.0,0.8889
Fraser Minten,FRASER MINTEN,0.9045000000000001,0.9045000000000001,0.8843000000000001
Pavel Mintyukov,PAVEL MINTYUKOV,0.9067000000000001,0.9067000000000001,0.9052
Frank Nazar,FRANK NAZAR,0.9128000000000001,0.9128000000000001,0.8870999999999999
Simon Nemec,SIMON NEMEC,0.8918,0.8918,0.9087000000000001
Jani Nyman,JANI NYMAN,0.9848,0.9848,0.9146
Liam Ohgren,LIAM OHGREN,0.9529000000000001,0.9529000000000001,0.8934000000000001
Noah Ostlund,NOAH OSTLUND,0.8875,0.8875,0.8332999999999999
Owen Pickering,OWEN PICKERING,0.8077,0.8077,0.9027
Sam Rinzel,SAM RINZEL,0.9139,0.9139,0.8812000000000001
Elias Salomonsson,ELIAS SALOMONSSON,0.8684000000000001,0.8684000000000001,
Matt Savoie,MATT SAVOIE,0.8631,0.8631,0.7692
Reid Schaefer,REID SCHAEFER,0.8181999999999999,0.8181999999999999,
Juraj Slafkovský,JURAJ SLAFKOVSK,0.8922,0.8922,
Jimmy Snuggerud,JIMMY SNUGGERUD,0.9294,0.9294,0.9167000000000001
Shane Wright,SHANE WRIGHT,0.9254000000000001,0.9254000000000001,0.8970999999999999
Danila Yurov,DANILA YUROV,0.903,0.903,
Brian Halonen,BRIAN HALONEN,0.85,0.85,0.75
Marc Gatcomb,MARC GATCOMB,1.0,1.0,0.8815999999999999
Nick Blankenburg,NICK BLANKENBURG,0.8511,0.8511,0.8889
Georgii Merkulov,GEORGII MERKULOV,0.8332999999999999,0.8332999999999999,0.8889
Ben Meyers,BEN MEYERS,0.8205,0.8205,0.8929
Ethen Frank,ETHEN FRANK,0.8870999999999999,0.8870999999999999,0.9111
Adam Klapka,ADAM KLAPKA,0.9091,0.9091,0.8881
Pavol Regenda,PAVOL REGENDA,0.7778,0.7778,
Stephen Halliday,STEPHEN HALLIDAY,0.9091,0.9091,
